word,file,sentence,decision,fix_to
"רספונסיבי","accessibility.html","תכונות נגישות באתר ⌨️ ניווט מקלדת ניווט מלא באמצעות מקלדת בלבד סימון ברור של האלמנט הפעיל קיצורי דרך נוחים סדר טאב לוגי ואינטואיטיבי 👁️ נגישות חזותית ניגודיות גבוהה בין טקסט לרקע גדלי גופן ברורים וקריאים אפשרות להגדלת טקסט עד 200% תמיכה בדפדפנים שונים 🔊 נגישות שמיעתית כתוביות לתכנים מולטימדיה תמלילים לקבצי שמע חלופות טקסט לתוכן שמיעתי התאמה לקוראי מסך 🖱️ אינטראקטיביות כפתורים ברורים עם תיאורים קישורים עם תיאור המטרה טפסים עם תוויות ברורות הודעות שגיאה מפורטות 📱 נגישות נייד עיצוב רספונסיבי מלא אופטימיזציה למגע גדלי כפתורים מתאימים תמיכה בטכנולוגיות עזר 🧠 נגישות קוגניטיבית מבנה עמוד ברור ולוגי תפריטי ניווט פשוטים הוראות ברורות אפשרות לביטול פעולות כלי נגישות באתר 🛠️ כלי הנגישות הזמינים הגדלת טקסט: Ctrl + Plus הקטנת טקסט: Ctrl + Minus איפוס זום: Ctrl + 0 ניווט מקלדת: Tab, Enter, חצים דילוג לתוכן: מקש Tab ראשון חזרה להתחלה: Alt + Home 📖 קוראי מסך תואמים NVDA (Windows) JAWS (Windows) VoiceOver (Mac/iOS) TalkBack (Android) Window-Eyes Dragon NaturallySpeaking בדיקות נגישות תהליך הבדיקה שלנו 🔍 בדיקות אוטומטיות סריקה שוטפת עם כלי אוטומטיים בדיקת ניגודיות צבעים תקינות תגי HTML מבנה כותרות לוגי 👥 בדיקות ידניות ניווט מקלדת מלא בדיקה עם קוראי מסך בדיקת חוויית משתמש משוב ממשתמשים עם מוגבלויות משוב ותמיכה 📞 דרכי יצירת קשר נשמח לקבל משוב על נגישות האתר ולעזור בכל בעיה שתיתקלו בה: טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com פקס: 03-1234567 כתובת: ולפסון 9, נהריה זמני מענה: ראשון-חמישי, 09:00-17:00 🤝 התחייבותנו מענה לפניות תוך 48 שעות פתרון בעיות נגישות בדחיפות הסבר על אפשרויות הנגישות עדכון שוטף על שיפורים הכשרה למשתמשים שיתוף פעולה עם ארגוני נגישות נגישות פיזית במתחם ♿ נגישות כללית כניסה נגישה עם רמפה מעלית לכל הקומות מסדרונות רחבים שילוט ברייל תאורה מתאימה 🚻 שירותים נגישים שירותים מותאמים לכסאות גלגלים מעקות תמיכה כיור נגיש מתקן קריאה לעזרה חלל פתיחת דלתות מספיק 🅿️ חניה מקומות חניה מיועדים קרבה לכניסה הראשית רוחב מתאים להורדת כסא גלגלים שילוט ברור משטח חלק ללא מכשולים עדכונים ושיפורים תאריך עדכון אחרון: ינואר 2025 🔄 עדכונים אחרונים שיפור ניגודיות צבעים הוספת תוויות ARIA מפורטות אופטימיזציה לקוראי מסך שיפור ניווט מקלדת הוספת כתוביות לסרטונים 📅 תכנית עתידית הוספת תרגום לשפת הסימנים שיפור נוסף של הניווט הוספת מצב ניגודיות גבוהה תמיכה בקריאה פשוטה הרחבת תמיכה בטכנולוגיות עזר SmashLabs - המקום לשחרר לחצים!","",""
"שברצונך","admin.html","[snippet] s(); } } // Logout function logout() { if (confirm('האם אתה בטוח שברצונך להתנתק?')) { // Clear admin session from both storages sessionStorage.removeItem('sma","",""
"שברצונכם","cookie-settings.html","[snippet] playCookieCategories(); } function resetCookieSettings() { if (confirm('האם אתם בטוחים שברצונכם לאפס את כל הגדרות העוגיות? פעולה זו תחזיר את ההגדרות לברירת המחדל.')) { window.cookieManager.resetCook","",""
"שגריפיטאים","graffiti-center.html","שורשי הגרפיטי גרפיטי היא אומנות רחוב שמתמקדת בציור או כתיבה על קירות או משטחים ציבוריים מעט היסטוריה גרפיטי קיים כבר אלפי שנים ת עם דוגמאות מהעת העתיקה כגון ממצרים ויוון עם זאת התופעה המודרנית של גרפיטי החלה בשנות ה-60 וה-70 בעיר ניו יורק כחלק מתופעת הסאב- תרבות של ההיפ הופ מה תלמדו אצלנו: ישנן מספר טכניקות שגריפיטאים משתמשים בהן, כולל 1 ספריי צבע - השיטה הנפוצה ביותר שבה משתמשים בקופסאות ספריי לציור והשגת צבעים עזים 2 פנדה או טוש - כלי פשוט לפיתוח קווים דקים ולעיתים גם כתיבה של טקסטים 3 שבלונות - טכניקת ציור שבה משתמשים בשבלונות מוכנות להשגת דוגמאות מדויקות ומהירות 4 ציור ביד חופשית - ציור ישיר על הקיר בעזרת צבעים ומברשת גרפיטי עדיין מעורר דיונים רבים לגבי החוקיות ומעמדו כאומנות האקדמיה: התנסו שפורצת את הגבולות!","",""
"שהטכניקות","graffiti-center.html","צוות ההדרכה שלנו מרכיב במיומנות קבוצות לפי גיל ורמה כך שהטכניקות הנלמדות תואמות באופן אישי.","",""
"שהכרטיס","order-success.html","נסה לשלם שוב חזור לדף ההזמנה 💡 טיפ: ודא שהכרטיס בתוקף, שיש מסגרת אשראי מספקת, ושהפרטים הוזנו נכון.","",""
"שהמפעיל","event-waiver.html","במקרה של נזק הנובע מהסיכונים האינהרנטיים הללו, ובתנאי שהמפעיל פעל בהתאם לחובות הזהירות המוטלות עליו על פי דין, סיפק ציוד תקין והדרכה נאותה, אני מסכים/ה כי אחריותי האישית לנזק כאמור תילקח בחשבון ככל שאפנה לערכאות המשפטיות.","",""
"שהמתחם","event-waiver.html","(יש לגלול עד לסוף כתב הויתור כדי לאפשר סימון) אני מאשר שהמתחם רשאי ליצור קשר עם איש הקשר שלי במקרה חירום חתום על כתב הוויתור ✅ כתב הוויתור נחתם בהצלחה!","",""
"שהקישור","event-waiver.html","[snippet] !evRecord) { showEventError('אירוע לא נמצא', 'האירוע המבוקש לא נמצא במערכת. ייתכן שהוא נמחק או שהקישור שגוי.'); return; } if (evRecord.status && evRecord.s","",""
"שוויתרתי","event-waiver.html","התייעצתי עם רופא בטרם השתתפותי בפעילות זו, או שוויתרתי מרצוני על התייעצות כזו.","",""
"שומשו","admin.html","🎟️ ניהול קופונים 🎫 צור קופון חדש קוד קופון * סוג הנחה * אחוזים (%) סכום קבוע (₪) סכום הנחה (%) * תאריך תפוגה * מגבלת שימושים הנחה מינימלית (₪) תיאור (אופציונלי) ➕ צור קופון 🎟️ סה""כ קופונים 0 ✅ קופונים פעילים 0 ✓ שומשו 0 ⏰ פגי תוקף 0 סינון: הכל פעילים שומשו פגי תוקף מבוטלים 📋 רשימת קופונים קוד הנחה סטטוס שימושים תאריך תפוגה מינימום קנייה תיאור נוצר על ידי נוצר בתאריך פעולות טוען קופונים...","",""
"שכאלה","birthday.html","הזמן עכשיו יום הולדת גרפיטי חגיגות יום הולדת צבעוניות שכאלה לא רואים בכל מקום !!!!!!!!","",""
"שלכולם","about.html","אנחנו מאמינים שלכולם מגיע מקום לביטוי עצמי, לשחרור מתחים ולחוויות ייחודיות שיזכרו לעד.","",""
"שמאחורי","graffiti-center.html","כאן תלמדו לא רק ליצור, אלא גם להבין את התרבות החברתית שמאחורי האומנות הזו.","",""
"שמיעתית","accessibility.html","תכונות נגישות באתר ⌨️ ניווט מקלדת ניווט מלא באמצעות מקלדת בלבד סימון ברור של האלמנט הפעיל קיצורי דרך נוחים סדר טאב לוגי ואינטואיטיבי 👁️ נגישות חזותית ניגודיות גבוהה בין טקסט לרקע גדלי גופן ברורים וקריאים אפשרות להגדלת טקסט עד 200% תמיכה בדפדפנים שונים 🔊 נגישות שמיעתית כתוביות לתכנים מולטימדיה תמלילים לקבצי שמע חלופות טקסט לתוכן שמיעתי התאמה לקוראי מסך 🖱️ אינטראקטיביות כפתורים ברורים עם תיאורים קישורים עם תיאור המטרה טפסים עם תוויות ברורות הודעות שגיאה מפורטות 📱 נגישות נייד עיצוב רספונסיבי מלא אופטימיזציה למגע גדלי כפתורים מתאימים תמיכה בטכנולוגיות עזר 🧠 נגישות קוגניטיבית מבנה עמוד ברור ולוגי תפריטי ניווט פשוטים הוראות ברורות אפשרות לביטול פעולות כלי נגישות באתר 🛠️ כלי הנגישות הזמינים הגדלת טקסט: Ctrl + Plus הקטנת טקסט: Ctrl + Minus איפוס זום: Ctrl + 0 ניווט מקלדת: Tab, Enter, חצים דילוג לתוכן: מקש Tab ראשון חזרה להתחלה: Alt + Home 📖 קוראי מסך תואמים NVDA (Windows) JAWS (Windows) VoiceOver (Mac/iOS) TalkBack (Android) Window-Eyes Dragon NaturallySpeaking בדיקות נגישות תהליך הבדיקה שלנו 🔍 בדיקות אוטומטיות סריקה שוטפת עם כלי אוטומטיים בדיקת ניגודיות צבעים תקינות תגי HTML מבנה כותרות לוגי 👥 בדיקות ידניות ניווט מקלדת מלא בדיקה עם קוראי מסך בדיקת חוויית משתמש משוב ממשתמשים עם מוגבלויות משוב ותמיכה 📞 דרכי יצירת קשר נשמח לקבל משוב על נגישות האתר ולעזור בכל בעיה שתיתקלו בה: טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com פקס: 03-1234567 כתובת: ולפסון 9, נהריה זמני מענה: ראשון-חמישי, 09:00-17:00 🤝 התחייבותנו מענה לפניות תוך 48 שעות פתרון בעיות נגישות בדחיפות הסבר על אפשרויות הנגישות עדכון שוטף על שיפורים הכשרה למשתמשים שיתוף פעולה עם ארגוני נגישות נגישות פיזית במתחם ♿ נגישות כללית כניסה נגישה עם רמפה מעלית לכל הקומות מסדרונות רחבים שילוט ברייל תאורה מתאימה 🚻 שירותים נגישים שירותים מותאמים לכסאות גלגלים מעקות תמיכה כיור נגיש מתקן קריאה לעזרה חלל פתיחת דלתות מספיק 🅿️ חניה מקומות חניה מיועדים קרבה לכניסה הראשית רוחב מתאים להורדת כסא גלגלים שילוט ברור משטח חלק ללא מכשולים עדכונים ושיפורים תאריך עדכון אחרון: ינואר 2025 🔄 עדכונים אחרונים שיפור ניגודיות צבעים הוספת תוויות ARIA מפורטות אופטימיזציה לקוראי מסך שיפור ניווט מקלדת הוספת כתוביות לסרטונים 📅 תכנית עתידית הוספת תרגום לשפת הסימנים שיפור נוסף של הניווט הוספת מצב ניגודיות גבוהה תמיכה בקריאה פשוטה הרחבת תמיכה בטכנולוגיות עזר SmashLabs - המקום לשחרר לחצים!","",""
"שפורגבה","rage-room.html","חדר הזעם מצויד בכלים וכיסופו שפורגבה לחסוסו לקפוצכבסופו של נדבו כגי ההיגיע.","",""
"שפריצרים","paint-room.html","הצטיידו בציוד מגן, קחו מכחולים צבעים שפריצרים ועוד הפתעות, ותנו ליצירתיות שלכם לפרוץ!
---","",""
